URL,Version,Status,OIDs,Name,Title,Description,Used
http://smart.who.int/base/CodeSystem/CDHIv1,0.1.0,active,,CDHIv1,Classification of Digital Health Interventions v1,"CodeSystem for Classification of Digital Health Interventions v1. Autogenerated from DAK artifacts","ValueSet/CDHIv1"
http://smart.who.int/base/CodeSystem/CDSCv1,0.1.0,active,,CDSCv1,Classification of Digital Health System Categories v1,"CodeSystem for Classification of Digital Health System Categories v1. Autogenerated from DAK artifacts","ValueSet/CDSCv1"
